text,x,y
"Despite the government assuring theres no need to hoard supplies, this  supermarket had to endure long lines of shoppers. Supermarket staff says they always ran out of two things: alcohol and eggs. #covid #Covid_19 #COVID19 https://t.co/ORX6y2BOqb",13.24236,-0.859933
"6.45am standing in queue waiting for supermarket to open,  getting low on toilet paper. The queue has doubled as Im writting this! Crazy!  #Covid_19 #crazy https://t.co/zMaY75x2e7",13.442971,0.35027668
I have a feeling my local grocery store will resemble this scene by the time I stop there this evening.  #Covid_19 https://t.co/BO7BakwmV8,14.664005,-0.74306744
"Americans Stock Up On Food as COVID-19 Concerns Rise #Covid_19
#coronavirus https://t.co/pDuvhFPhnu https://t.co/3qPqF6Mgsn",10.812517,-0.7799721
"Apparently in addition to panic buying loo paper its now necessary to hoard cat litter, dog food and rubber gloves. Why? Come on people this really isnt necessary. #Covid_19 ???? https://t.co/cwR4BsjbsX",13.515709,-2.7904534
"DTF-Dont Touch Face
DWBH-Do Wash Both Hands
GTFOH-Get The Flu Out of Here
ICYMI-Immediately Cover Your Mouth Idiot
NVM-No Vaccine at the Moment
OTP-Out of Toilet Paper
QT-Quarantine Time
SMH-Sanitize My Hands
STFU- Stock The Food Up
WTF- Wear The Facemask
#Covid_19",11.278095,0.7110483
"""Judging by the supermarket shelves, last month's #BeKind has been replaced by #FuckEverybodyElse"" ?? #Coronavirus #CoronavirusPandemic #COVID_19uk #Covid_19 https://t.co/JydAV1HUYt",13.957721,-0.29693797
"Were good. No need to bull rush the grocery store, folks. 

Jesus replied, I am the bread of life. Whoever comes to me will never be hungry again. Whoever believes in me will never be thirsty.
John 6:35 NLT

#Nashville #Covid_19 #coronavirus #nashvillestrong",14.017753,0.09236116
"@jeffwellz For hand sanitizers in bulk purchases (wholesale) and retail, contact 0558234767. Affordable prices to cushion you in these tough times.

Lets minimize the spread #Covid_19",14.115007,-3.8924239
"@Ryanair is at its usual #Covid_19 #ripoff best. Mail says ""Rebook free through March 31"" - good #PR no?  but there's a catch - Tries to rebook in summer - all flight prices offered are more expensive  - then you check live prices... way lower #scandalous",13.295731,4.7907624
These inflated prices are pretty sad. See what panicked buyers are doing with all the tiolet paper and disinfecting wipes they are hoarding #CoronavirusPandemic #coronavirus #Covid_19 #COVID https://t.co/xpVbd5654O,12.645997,3.6914709
"Dang these people are out of control, I'll tell ya that.even at my store it's madness now....I still.dunno wth toilet paper has to do with #Covid_19 , far as I know you don't get the runs from it...? Anyway stay safe y'all. I do take precautions working tho cuz retail yay!?",14.009546,-2.6622565
"Yesterday in my small town: ""They cancelled the RODEO?! This is some liberal BULLSHIT!!"" This is today at our grocery store. Can someone hand me my eyeballs they rolled all the way out of my head. ??#coronavirus #RODEOHOUSTON2020 #Covid_19 https://t.co/wWI4ezpEUf",14.077504,-0.20449059
The toilet paper section of my local supermarket. #Covid_19 #ThePlague #BringOutYourDead #IAmNotDeadYet https://t.co/QdHfnxg0tK,14.240473,-2.4331086
"Coronavirus update stay away from large crowds.
Everyone goes to the grocery store to fight over toilet paper. 
#covid19Canada #Covid_19 #toiletpaperplauge",14.380013,-2.2038136
Travelzoo offering holidays for £33? sad thing is when normalcy resumes theyll hike the prices up to try and recoup on where they lost out ? #KnockOnEffectsCovid19 #Covid_19,13.056995,4.5168533
"Yes, I blame Communist China &amp; their Wuhan #Covid_19 bioweapon AND the hysterical leftist US media for the fact that I couldn't buy water &amp; toilet paper.

It's like living under COMMUNISM

Panic! (created crisis)
Trust gov't to save you!
Oops, no food or H2O! -New normal.
?

?",11.760237,0.060412068
"How many Retail store CEOs can I get to compliment me? 

that seems to be this goal of this #TrumpPressConference 

I bet these stores would love a payroll tax cut, they'd save a ton of money which would have gone into workers' social security fund. 
#coronavirus",12.164149,2.2035038
"Elbow Bump is the new way to streamline your direct consumer to business exposure. 
#elbowbump #coronapocalypse #coronavirus #Covid_19",15.365823,-0.076996796
I'm totally giving all my love to a) 811 operators/nurses/doctors b) grocery store/retail workers c) people in leadership positions making decisions for our well being. You guys are doing an amazing job! Lets band together like ?? does. #CoronaVirusCanada #coronavirus,13.847093,1.2295476
"Lots of empty shelves at grocery store - but pleased to report that despite obvious tension, most shoppers being really polite &amp; civil! #humansFTW #Covid_19 #begoodtoeachother https://t.co/MTdBw04OOO",13.6526,-1.3021276
"If you're selling stolen toilet paper at marked up prices would that be considered a black market? Or would it be more of a... brown market?

I'll be here all day folks. No, seriously. We aren't allowed to leave our homes any more. #Covid_19",14.381275,-2.9977925
@marcushjohnson You mean the same college kids who cant afford to stock up on food or get tested for COVID-19 because of crippling student loan debts and a broken healthcare system? Yeah cant wrap my head around why theyd be extra motivated to suppo,12.035112,0.7810927
"Scenes from my local supermarket. Safe to say #coronapocalypse fever has reached Israel.

Luckily I'm already stocked up. The friend who sent this to me unfortunately wasn't as lucky.

#Covid_19 https://t.co/y7CgIO6JXB",14.566229,-0.8544827
"Plus its true to say that this #Covid_19 announcement by the ministry has created major panic. Supermarkets are full full, people are stocking up on food and other necessities.",12.3473215,-0.7560065
The one annoying thing for me about #Covid_19 is if there is a mandatory lockdown of the USA or closure of NYS. I'll still have to work because I work at a grocery store which is an essential need for people. Even though we'll be out of almost everything &amp; get no shipments in.,12.894302,1.1394094
Be kind to employees at the grocery store by thanking them for working tirelessly at the registers and restocking inventory in the aisles. It makes a big difference in their day when they feel appreciated.?? #Covid_19,13.937431,1.167448
Should out to all the grocery store employees who stayed friendly and calm while the crowds surged around them today. #Covid_19,13.758893,0.99494904
"Just going through the cash at a grocery store. Asked the sweet kid on the till if his boss asked him to pick up extra shifts, come in early, etc. 

He looked at me earnestly &amp; said, Why are there so many people here? Why is everyone buying so much? Whats going on? #Covid_19",13.401022,0.44207287
"Pls stock up on your pet's food in case you shouldn't go out or can't because you are sick. Don't hoard but buy enough.

#coronavirus",10.636715,-2.6719315
"While some people is worried about not being able to try his new skiing gear due to the lockdown, I am worried about my food supply in an empty supermarket. Cake Researcher limited edition toilet paper candies to memorize 2020. #toiletpapercrisis #Covid_19 https://t.co/84cHV5gTXb",12.537811,-2.227087
Target toilet paper aisle this afternoon.   Same at Menards. Grocery store also. This is going to turn into a shitty situation. #Covid_19 https://t.co/8wowRUYDlS,14.107569,-2.581745
Assholes buying up toilet paper like it's essential. Stock up on food and use a fucking towel or shower head like a real man. #coronavirus,13.591093,-2.8883889
Will you drive 2 hrs away for a full grocery store?? #Covid_19  ?,13.748582,0.11526481
Current state of my local grocery store. This is unreal. #covid19Canada #Covid_19 #panicbuying https://t.co/FSEQKLNArJ,13.639133,-0.7210042
I just rang @age_uk to ask would they be taking food donations?  Thinking they may deliver to the elderly... Their answer was that they do a shopping service but the elderly have to register online! Wtf? She also said I will have to email. Was not interested in any help #Covid_19,9.973439,1.15399
"I don't understand the hysteria at the supermarket, but even less the queues at the tobacconists #Covid_19",13.508928,0.44763392
More Grocery Store Adventures: This is (or was) the household cleaner section. Completely gone. #coronapocalypse #coronavirus #CoronavirusOutbreak #panicbuying https://t.co/EN2qoWlyQO,14.061477,-0.90943164
More grocery store adventures: this was the Meat section at Frys. People bought ALL hamburger meat and cheap steak. Lmao. #coronavirus #Covid_19 https://t.co/LIXIKjMPSt,11.270709,-1.5654668
More grocery store adventures: almost ALL of the pasta was gone. Had to buy fettuccine instead of spaghetti. The horror! #coronavirus #Covid_19 https://t.co/nKV5v7QMza,13.182487,-1.9533455
"Did anyone hear in the budget a pledge to help people on food banks? who are now facing no food as a result of panic buying that is 1,6 million people facing severe hardships in the coming months #BorisOut #UK #Covid_19 #SirPatrickVallance",9.5140295,-0.59301883
If I sneeze ? in a grocery store and you stare me down... but YOU just spritzed a quart of Chanel No. 5 thats a you problem! #Covid_19 https://t.co/uMchUANcNl,15.284967,-0.17609973
"This is huge news! #Us #business can expand into new industries and manufacture technology in the states to avoid economic paralysis 

#Covid_19 proves we must rethink our strictly consumer role as a nation

Election year means ideas. 
https://t.co/hrncxajFRw",12.958386,2.9606874
New sport for @espn to cover while #Covid_19 #corona wreaks havoc . . . toilet paper scramble at your local grocery store.  Good luck out there.  Be safe.  Be kind.,14.143535,-1.541264
"This is my local supermarket, no more bread, milk, toilet paper or pasta available. 

The coming weeks should be fun.. 

#Covid_19 #Amsterdam https://t.co/rTBdtX9Zd0",13.47428,-0.6491235
"Big thanks to all the retail, supermarket workers &amp; nurses out there. This is mental and the subsequent panic buying and rise in cases shows just how important they are #Covid_19",12.927872,0.7147937
Is this what panic looks like? This is the wet-wipe and disinfectant section of my grocery store. #Ottawa #Covid_19 https://t.co/c8C1cYdv0k,12.805388,-0.72526747
"?Rustans Supermarket Paseo Center's Alcohol and Tissue Section. 

#Covid_19 https://t.co/uGAj0xBHgz",14.640689,-0.0827192
"Y'all are in full panic mode stocking up on food &amp; toilet paper and trying to flee infected areas over a virus but at the same time complain about folks fleeing to safety into your counttry from war and famine stricken countries

You are never allowed to complain again. #Covid_19",12.454089,-0.70511746
"Are you a potential #Covid_19 #coronavirus test consumer? Well, you are in luck! The administration is working with Google and 1700 engineers for you to be tested based on this new workflow. https://t.co/GWVIanSfYe",12.604127,2.1681066
"#Covid_19 or not, gas prices look like theyre straight from an early 90s country music video right now.  I could drive to the moon.",14.102999,3.7484922
Went to the grocery store today.   Please someone explain the toilet paper bullshit.    What part of wash your hands and avoid crowds do you not understand.   #CoronavirusPandemic #Covid_19 https://t.co/ofh8n5RMNd,13.849477,-2.9645119
"If you have extra unopened #handsanitizer &amp; want it to be used well, please send it to @NYC_Relief! We also need $ to help us keep up with the increased demand of food for our homeless friends! #homelessness #Covid_19 #CoronaOutbreak #CoronavirusPandemic https://t.co/Jjk5y2BwL7",9.516644,-0.2879807
"I walked into a supermarket today, some ppl laughed because I was wearing a mask, few men called me corona with flirty ugly words. 
After leaving the Cashier I had this look that cersei gave after the mountain and septa scene .
Yeah bitchs, you will see. #Corona #Covid_19 #Got",15.017209,-0.46281382
"Hey everyone, dont forget to check your pets food supply and if youre running low to buy some soon just in case retail stores are starting to shut down from COVID-19. We can survive off instant ramen and crackers, but our pets cant! And DONT panic buy it all out of stock ffs?",10.7918625,-2.6471624
"While praising all hospital and front line emergency staff during this pandemic, lets not forget all the supermarket staff who have now been thrust on to the frontline on minimum wage, a move they never expected their position to take #vitalfoodsupplies #Covid_19 @sweetpmac",13.618949,1.1803622
"Families need support NOW. @LVEJO joins others to demand rent freeze, evictions +foreclosures moratorium, emergency food distribution +housing $, paid sick + fam leave, &amp; expanded unemployment +insurance coverage, an immediate end to ICE activities, +more. #coronavirus #COVID19",13.2117,2.407023
"No #HandSanitizers in big name brand stores, they haven't had hand sanitizers for 5 days now, one store a delivery of only 30?

GovernmentNeed2StepIn
#Coronavirus #Retail
#London",14.031135,-3.8340101
"On my way home, the grocery store parking lots looked like the day before Thanksgiving, and Walmart/Target looked like Black Friday. This #panicbuying is ludicrous. The victims here are those who may not be able to get to the store, likely some of the most at risk from #Covid_19",13.463321,0.2245176
"Real Canadian Superstore online shopping also down. Guess its not me, as COVID-19 strikes again.",11.030519,3.1037617
"Hey parents, if youre gonna take your kid out of school because of #coronapocalypse then maybe dont take them to the super busy grocery store. Kinda defeats the purpose #Covid_19 #FridayThe13th",14.675353,-0.5269837
"While people will continue to experience every-day legal problems, as the #COVID_19 impacts start to be felt, we anticipate an increase in the experience of employment, consumer, insurance and health law problems",12.706574,2.960482
"I think we are going to see quite significant shortages in the next few months. Prices are gonna go up and we'll have higher unemployment. For fresh grad out there, labour market is not in the good condition rn. You might find it tougher to get in #Covid_19",13.07751,2.4657624
My grocery store last night. Photo courtesy of a friend. Im not partaking in the madness. I could end up feeding my family off whats in our cupboards and freezer... and that could be interesting. #Covid_19 https://t.co/5MuU0TToyi,14.087008,-0.7554966
"With the current World crisis around Covid-19, affecting both the social &amp; economic spheres ?
Prices of day to day commodities especially food almost doubling or totally out of stock, wouldn't it be better for us to stock enough supplies of such commodities Especially food now? https://t.co/CxBGMlIkZV",10.829052,-0.81724966
"@SteveScalise @HouseGOP Fucking liar. Helping out the stock market and banks does not fucking help working class people- paid sick leave, free COVID-19 testing and treatment, stopping evictions/loan payments, and expanding (rather than reducing) food stam",13.712012,2.4361997
"all my canada peeps they finna close the border, stock up now! prices at stores finna skyrocket... so if you wanna panic about anything its that and nows the time! stay blessed ??? #Covid_19 #coronapocalypse #coronavirus",12.797491,-0.5847157
Please PLEASE remember while your stockpiling supplies for yourself to stock up on pet food and pet supplies. Seems like many people are overlooking their fur babies on their doomsday shopping lists!! #Covid_19,10.6017885,-2.6453092
"Working in a supermarket right now is like the day before Thanksgiving and prep for a Blizzard (w/o the snow) with half the help for the last 4 days. Co-worker said this is the craziest since Superstorm Sandy in 2012. And its Friday the 13th, FML? #Covid_19 #FridayThe13th #help",13.619745,0.74460924
"According to @dmsgrp and @eMarketer, #Coronavirus May Shift Older Generations To Online Shopping https://t.co/8MGWdu6Hxn #Retail https://t.co/UYJGtkMyYV",10.334407,3.1340787
Dont forget to stock up on extra food for your babies during this time!!! #Covid_19 #CoronaAlert #CoronaOutbreak #Corona https://t.co/6roxWPIcft,11.251649,-0.5835679
"We may not have any toilet paper in our house, but thankfully my husband stocked up on other essentials in a late night supermarket run yesterday ?????

#COVID #Covid_19 https://t.co/1EjfpHpLOo",14.14901,-2.709679
Tip your baggers and cashiers!!!! My fiancé worked at a grocery store for a few months. The pay is LOW and the stress they are dealing with right now is HIGH. Please consider tipping them!! The random tips he got as a cashier helped immensely with bills. #Covid_19 #panicbuying,13.432323,0.91850746
#Hoarding #coronavirus People who stock pile food and essential items at this time are no better than the people who locked the poor in the hold on the Titanic. Only buy what you need - then they'll be enough for everyone so all will survive for when common sense gets here.,12.057361,-0.79191554
?Soap is actually amazing ? ?? is the reassuring science on why washing your hands is the enemy of #Covid_19 -basically if anti-bac has ran out at the supermarket dont panic ??if youve still got soap ? (ps - ????to the increase of rational scientists on twitter) https://t.co/89c4SuUcJN,13.548166,-3.6348333
"If youre shopping/panic buying today, please think about getting a few extra items for the food banks #Covid_19 #panicbuying",11.821382,-2.0880592
Grocery store lineup. This is the back of the store. #Covid_19 https://t.co/mTo0xVGuRQ,14.549351,0.14832123
"Day 1 of #selfisolating:

Didnt read the guidance and sent child 1 to school even though child 2 is home with a fever. 

Tried to stock up on food, had a total mind blank, ended up with 12 cream eggs and a bar of dairy milk.

#coronavirus #FlattenTheCurve #Friday13th #fail",11.57769,0.8691244
"They day the incubation period is 1-14 days but generally 5 days.
Let's see, I went to the grocery store yesterday...
#Covid_19",11.647384,0.25747123
I thought companies were going to be prosecuted for profiteering from COVID 19? @AsdaServiceTeam @asda Why is my online shopping about to increase if I amend my order? Shame on you. https://t.co/wIOdgXuqtQ,11.4956455,3.4407728
Just went to do my regularly scheduled grocery shopping and there was basically no food! ? I did stock up on icecream though.  #coronavirus,10.921715,-1.7959248
Someone pulled a gun inside a Toronto supermarket today #coronavirus #coronapocalypse #CoronaOutbreak #Covid_19 https://t.co/itDJdFOttY,14.801343,-0.44156486
Yall... trying to do some (normal) grocery shopping today and its INSANE out there. I live above a Trader Joes and was just in there and like 90% of the store was bare shelves. I didnt take any pictures but should have. #COVID2019 #keepcalmandwashyourhands,13.648518,-1.4123774
I think Its funny how everything gets cancelled for all gatherings but were  forced to gather at the grocery store ????? #coronavirus #CoronaVirusCanada #COVID2019,13.7615185,-0.12026873
@GovWhitmer #Covid_19 our non essential retail stores that dont provide food meds equip need to shutdown ..Ikea not just Pennsylvania store at any time we have thousands of people in the canton mi store were scared and dont want to call off due to r,11.463272,2.036887
"Feeling that the battles with the coronavirus/covid-19 will take a long time to end. More or less, a year. Anyway, necessary to develop the faster testing apparatus and vaccine. Feeling no meaningful to buy many food and daily necessities and stock them in the house.",11.068354,0.19600274
Im worried about how much online shopping Ill be doing when I dont have sport or work to distract me. Me and my Asos driver and going to get super friendly #Covid_19 #asos #shoptilyoucough,10.532101,3.534665
"Went to the supermarket, which was eerie cos of #Covid_19 but on the upside v few people heard my daughter shout Look! Theyve got syphilis!. This is what she was pointing at ? https://t.co/NVcSIw6zHc",14.661593,-0.4317295
Walmart CEO McMillon said it will be hard to keep hand sanitizer in stock because demand is outpacing supply Thus confirming what anyone who s been to a store lately kinda knew already,14.055855,-3.8319461
Hey. Be nice to retail workers. Please? This is something no one was prepared for. The rules of the store are not their fault. Be nice. Understand. #BeKind #Covid_19 #CoronaOutbreak,12.258803,1.9835778
Went to the grocery store: toilet paper shelves are empty but the cheese is fully stocked. Problem solved. #ToiletPaperApocalypse #coronapocalypse #Covid_19,13.941548,-2.601891
It seems I got the memo late for my neighborhood grocery store #Covid_19 #coronapocalypse #panicbuying #COVID2019 https://t.co/mJwfCcxoPq,14.316805,-0.59621745
"PSA: Be kind to not only retail employees during this COVID-19 situation, but also be kind to the other customers. We don't need fights breaking out in the store.",12.249794,1.9055759
"If you know any therapist/social workers OR grocery store employees, please go tell them you love them in this time of need. #coronavirus",11.836801,0.84358263
Sherway Gardens retail store closed after employee tested positive for COVID-19.,11.365162,2.2429225
"@ABC7 #abc7eyewitness #Coronavirus 
Walmart is having a ""coronavirus induced"" grocery delivery crisis as their online grovery delivery has suffered a nationwide overload&amp;shutdown because of panick shopping. Props to Cust.Service for being very nice ",11.317487,2.077749
"The worst part about COVID-19 is finding food for my family. We've been unable to buy food from the grocery store for a week. Finally picked up some chicken yesterday, but everything else we'd ordered was outta stock :/.",11.361444,-1.3664975
"You know, normally I don't tweet but I am low-key scared to go to work rn. I work at a grocery store. Wish me luck people. 
#covid_19 #panicbuying #coronavirus",12.437494,-0.05336398
"Fun Fact: If you have no #toiletpaper, you can actually wipe your ass with something else...like maybe...paper towels. Oh, no. Did I just start another grocery store panic?!? 
#CoronavirusPandemic #Covid_19 #tpformybunghole @Publix @kroger",14.095343,-2.6920009
"I work for a food company. Not gonna name brand names, but it's all non-perishable, so a lot of what we sell is precisely what's now being panic-bought. A thread about why panic-buying is so unnecessary...",12.128763,-1.7658775
"0% chance of any Premier League games happening this weekend.

They wouldnt dare, and they shouldnt! We already get shafted with ticket prices. Dont have the audacity to play through a pandemic as well...

#Covid_19 #CoronavirusPandemic",13.362155,4.172627
"This is what Wuhan coronavirus from China is doing to the global economy ... all because China has low food, health, safety, hygiene, regulatory, and other low standards, plus lack of governmental transparency, democracy and honesty.

#COVID19 
#covid_19

https://t.co/NZMD73JM3F",11.688562,0.2195385
"**UPDATE** As we continue to monitor the effects of COVID-19 on our community, we have decided to postpone all tastings in March. However, we are still open for business! Don't forget we offer online shopping and delivery services: https://t.co/5VCx7Blfnz https://t.co/MF5pH3LUYr",10.439088,-0.9049075
TOMORROW (Saturday)! Drop by the store and pick up some awesome wings from @newwingorder for dinner and sample new @RumChata Limón at our FREE tasting. The fun starts at 4 p.m. ??? #cheers #choose901 https://t.co/vDVag5Pg5Z,14.361979,0.6354461
"The workers keeping Sams Club, Costco, Walmart, Target, and any other grocery store running in this country deserve a round of applause! 

#Covid_19",13.674383,1.1166372
Lol funny thing about his Corona Virus issue. I work in pharmaceuticals and over the past few months. Ghanaians have bought and shipped all the nose mask and hand sanitizers they can get their hand on to china. Because the prices were skyrocketing. #Covid_19,12.312628,5.0395074
"Right now even wholesalers dont have stocks of hand sanitizers and nosemasks. The few ones that do are also selling them almost 5 times the normal prices. 
 #CoronaOutbreak #Covid_19",14.120894,-3.9199507
I have witnessed three fights in the supermarket today. The shelves are bare too #Covid_19 #CoronavirusPandemic,13.399593,-1.1344639
@GovMikeDeWine @ColumbusGov @nbc4i @10TV What is being done to combat the panic buying/hoarding going on at supermarkets? There is a lack of food just for regular day to day living. #Covid_19 #Coronavirus,12.147688,-1.5536255
Currently I am at my local grocery store trying to buy my weekly groceries and they are all out of soup except for one kind. Guess which one. #Covid_19 #panicbuying,12.843852,-1.3066322
"Big winners of the panic: grocery stores.
Ppl buying like crazy although the stores will remain open.
Will see a lot of food going to waste in a week cause ppl buy far more than they need/can use right now...

Actually really sad. And shows what fud does to ppl. #Covid_19",12.308362,-1.2294734
"Online shopping                  Covid-19

                                    ?

                      Eliminating Retail",10.563466,3.59908
@JohnMagdesian @eugenegu @realDonaldTrump Unless its your mommy who gets #Covid_19 by going to the grocery store this afternoon. Then &amp; only then does the classic non empathetic tune change w the Cons.,13.952454,1.7274088
"Here you would think people avoid crowds ... why is my supermarket so packed with ppl then? ????
#Covid_19",13.287439,0.6743693
Did #Trump just say hell purchase large amounts of crude oil at a very cheap price because its a good time to fill it up after oil prices crashed a week ago? ??? #Covid_19 #TrumpAddress,14.239539,3.5135543
"Stocked up on cleaning supply, desinfectants and hand sanitizers two weeks ago. So wise! Now, panic over #Covid_19 engulfed #Cyprus and people are emptying shelves in supermarkets as we tweet. Tomorrow morning will go to buy some food. Feeling #anxious ...",12.880466,-0.5504246
"Im so annoyed how Danish ?? ppl are selfishly emptying the shelves in groceries! No food, no toilet paper and what have we not! #COVID19dk #coronavirus #corona #Covid_19 #panic #toiletpaper",13.675423,-1.9737303
"COVID-19 ...!
TECHNOLOGY MAY FULLY  TAKE OVER
1- Cashless shopping
2- Instant messaging 
3- Remote jobs
4- Internet of Things
5- Online Education
NAME IT....!

 #coronapocalypse 
 #COVID19Nigeria
#CoronaOutbreak",14.5251,-0.4445156
"If you haven't felt any anxiety yet, go to a grocery store.  #Covid_19 #coronavirus #endtimes https://t.co/gs2BhraKQT",12.00285,0.14423198
People are understandably worried about the spread of the coronavirus (COVID-19) https://t.co/zsgWWXe1ne https://t.co/ED85S7vT2l,12.376977,0.63595027
"Call your healthcare provider if you think you have been exposed to COVID-19 or develop a fever, cough or shortness of breath. 
But please do not allow panic to set in. There is no need to hoard food or medical supplies. In fact, that can be harmful to our community - (4/5)",11.806211,-0.03540845
"Before we get into a who is working harder argument in all of this #Covid_19 mess, lets remember that people working minimum wage at the supermarket and the drug store are working harder than most of us. Get some perspective.",13.415107,1.5425617
"something I'm doing from home today, donating to food banks who are going to be overrun with demand. donate locally or to cities in need @FoodBankForNYC &amp; @LAFoodBank 
#InThisTogether #Covid_19",9.3548565,-0.43411982
That was grim - seeing empty shelves at grocery store  - we are so spoiled in Canada #Covid_19,13.664989,-1.3162045
WHOS PAYING FOR ALL THIS?!? The consumer? How much will these drive-thru tests cost?!? WHAT ABOUT AN INCREASE IN VENTILATORS????? #coronavirus #Covid_19 #CoronavirusPandemic #CoronaOutbreak,12.767076,2.4307563
Grocery store workers should get time and a half until this is over. They arent paid enough for Black Friday conditions every shift. #coronavirus #ohiocoronavirus #panicbuyers #Covid_19,13.484422,1.0442222
"My bum is bummed I missed out  on toilet paper. The Hunger Games continue. Supermarket Sweep, but make it horror. 

???????

#panicbuying #coronavirus #Covid_19 #Costco #2020iscancelled https://t.co/dtZqVTUPFM",13.965915,-2.3102057
"I cant help but think about how much online shopping marketing is going to be amping up now that people are staying isolated, at home, and are prime targets due to stress, boredom, and need for necessities. Capitalism preys again. #CoronaVirusCanada #capitalism #Covid_19",10.414776,3.7552717
"I dont get people at all, why are people more concerned about stocking up on pasta and bog roll, why not stock up on healthy food, vitamins, quit smoking, do some exercise. Concentrate on your health #CoronavirusPandemic #Covid_19 #coronavirusuk",13.055766,-2.0570838
@FrostySnowman38 Just waiting for the #coronapocalypse #CoronaOutbreak #Covid_19 to hit the fuel prices,14.060601,3.432893
New diet: dont stock up on food for Covid #19,10.835678,-1.1832896
The look on every person's face in the grocery store... #Covid_19 https://t.co/5SKLh4ptoW,14.605203,-0.23233771
"These were the scenes in one Leeds supermarket this evening. Has the world gone mad? 

Visit the LeedsLive website for more on the impact of the virus in Leeds ?

#coronavirus #Leeds #covid_19 #LeedsLive @ Morrisons https://t.co/GBWQTTcB9e",13.662332,-0.7363283
"Went skiing, didn't get hurt. Grocery store had everything we needed. Took day off work, no surprise calls. Stock market up. Don't think I got #Covid_19. For all the crap that #FridayThe13th gets, it's been the best day of the month so far.",13.588228,0.542823
"@carocalavera @Dasgirlnextdoor We are offering direct to consumer COVID-19 tests via https://t.co/OtZNoY0m9i
Currently capable of 800/day. Would like to help.",12.531908,2.1299624
Indig communities will be hit harder During H1N1 they had 5 44X national death rate average Let that sink in Low income people don t have means to stock up on food medical supplies access to health housing that allows for isolation,10.401468,0.27915788
"Just left the grocery store ????? &amp; now watching #CNN where Dr. Fauci said to stock up on bottled water. Someone please explain this to me! People do know they can get water from their faucet, right?! This is a #pandemic not a power outage. ????? #Covid_19 #coronavirus",14.706512,-1.4472468
My local grocery store just went #CoronaVirusCanada  crazy  #covid19 #covid #coronavirus this is lame. I'm not afraid of corona or empty shelves... I know how to bake bread like a mofucka lmao https://t.co/uqJ21NiSza,13.934778,-0.83382386
@crypto_rookie $btc Its hard to say but a retest of 3600 is likely in the next few days. I still believe we will see lower prices as #Covid_19 is just getting starting in the states,13.262325,3.9745271
spreads quick If you are healthy follow some quick tips to remain strong Keep windows open in transportation use online methods of shopping if possible amp opt for  tap amp pay  See below for more  ,9.221407,1.8202766
"Meanwhile, in every grocery store in Ohio... #Covid_19 #masshysteria https://t.co/vZeM76JbRB",14.6341,-0.13032754
"Call your representatives today and demand they pass the #FamiliesFirst coronavirus bill. #coronavirus 
- Free testing
- 14 days paid sick leave
- 3 months paid family leave
- Expanded unemployment insurance &amp; food security
- Medicaid funds
Lives are on the line. (202) 224-3121",12.939911,2.3587446
Empty store shelves at a Sobeys in Etobicoke. People there tell me they went there after lines were too long at other grocery stores #Covid_19 https://t.co/gq8VBvDiuH,13.673136,-1.3427157
"@PicknPay @Fresh_Living Due to #coronavirus what do you say about the fact that people are afraid to go to the malls? Isn't  possible to ensure that online shopping is everywhere in SA, local, and deliver at lower price.",10.46451,2.8752785
"Hey pals! Try not to spread anything to those who may be more vulnerable than you... its totally tempting to take advantage of low flight prices but we gotta think of others rn... otherwise Id be in BC having a time! 
#Covid_19",13.381747,4.7827315
Is it better to shop at the grocery store myself or order delivery? Which is safer? #coronavirus,10.378544,2.4641752
South Bay and other communities scramble for necessities as supplies backordered or out of stock. This is smart and final in Redondo beach. @CBSLA @KTLAnewsdesk #CommunityQuarantine #Covid_19 #supplies #southbay #LA #food #panicbuyers #eccunion https://t.co/rorhMwEyVH,11.306748,-0.8015126
Prices are going up on @amazon for @Theraflu. 2 boxes $30 but only 1 box $7 @Walmart  #virus #CoronaOutbreak #coronapocalypse #Covid_19 #FoxNews #cnn #MSNBC #cdc https://t.co/EviWvNSI30,12.906818,4.0847397
"At the grocery store for our regular shopping trip &amp; the madness is strong ? No toilet paper or flour left, and so many people buying water ???? #coronavirus #pandemic #livingthatepicenterlife",13.513863,-2.6244419
The entertainment industry could help with #selfisolating by making all new releases available for immediate streaming at discounted prices #CoronavirusPandemic #Covid_19 #entertainment,11.02484,4.0451374
"I have never seen anything like this #coronavirus?The grocery store was crazy last night! No toilet paper,hand sanitizer,or disinfection wipes!We have tickets for 2 concerts next month. Hope theyre not canceled?Praying this passes quickly &amp; for anyone effected. ?????????",14.143669,-1.7309676
"Trump's corporate #COVID2019 plan:
Keep oil prices up (juice the market)
Getting out more testing sites for paying customers (make more $$)
No interest to student loans (still have to pay principle)

Did I miss the part about low income people/layed off workers?",13.70001,2.8415556
Just my opinion but shouldnt pharmacies be encouraging people to sanitise their hands rather than charging extortionate prices for it? ? #Covid_19,14.185399,-3.9966104
Does anyone know if its safe to receive packages from the US? Im talking about online shopping. #Covid_19 #coronavirus,10.349447,2.8276556
@geniebouchard There is too much crowding in that supermarket. It is not good for health safety #Covid_19 #stayathome #fromitalywithlove,13.712406,-0.15229763
"In case you were wondering how bad it is out here, my girlfriend just called me mom at the grocery store. #Covid_19",14.865636,-0.2933949
"No milk, toilet roll or pasta in the supermarket. This is insane!!! #CoronaOutbreak #Covid_19 #whatDIVOC https://t.co/ZBCXGR5hJJ",13.495734,-1.8115594
